743.535,2244.75,115,190.422
743.535,2271.01,115,190.422
743.24,2271.01,115,190.347
739.722,2278.2,115,189.442
739.296,2302.47,115,189.333
731.958,2294.34,115,187.447
731.958,2320.89,115,187.447
731.063,2320.89,115,187.217
725.318,2334.6,115,185.741
725.318,2360.07,115,185.741
724.431,2360.07,115,185.513
733.365,2374.31,115,187.809
733.365,2399.71,115,187.809
733.012,2399.71,115,187.718
723.896,2405.87,115,185.376
723.896,2439.21,115,185.376
723.292,2439.21,115,185.221
722.247,2445.32,115,184.952
722.247,2477.88,115,184.952
721.155,2477.88,115,184.672
721.555,2482.45,115,184.774
721.555,2527.89,115,184.774
720.802,2527.89,115,184.581
713.854,2484.4,115,182.796
713.854,2570.86,115,182.796
721.962,2576.39,115,184.879
721.962,2617.74,115,184.879
721.977,2617.74,115,184.883
715.277,2569.36,115,183.161
715.277,2611.93,115,183.161
714.539,2611.93,115,182.972
708.631,2607.78,115,181.454
708.631,2711.21,115,181.454
707.997,2711.21,115,181.291
718.94,2647.85,115,184.103
718.713,2693.28,115,184.044
707.197,2727.52,115,181.085
706.267,2772.04,115,180.846
709.851,2771.37,115,181.767
709.944,2756.38,115,181.791
709.944,2741.4,115,181.791
709.361,2741.4,115,181.641
709.029,2734.73,115,181.556
705.887,2706.78,115,180.749
705.887,2691.84,115,180.749
706.085,2691.84,115,180.8
700.027,2694.53,115,179.243
694.834,2656,115,177.909
694.427,2642.12,115,177.804
697.757,2600.59,115,178.66
696.819,2585.4,115,178.419
699.2,2476.15,115,179.031
699.031,2461.06,115,178.987
694.396,2389.42,115,177.796
693.782,2375.36,115,177.638
699.859,3390.73,115,179.2
698.979,3380.59,115,178.974
693.997,3383.92,115,177.694
692.934,3390.66,115,177.421
697.833,3365.84,115,178.679
697.833,3500.45,115,178.679
696.711,3500.45,115,178.391
694.159,3489.26,115,177.735
693.682,3477.93,115,177.613
693.682,3463.17,115,177.613
691.881,3463.17,115,177.15
690.974,3468.75,115,176.917
688.728,3453.55,115,176.34
688.737,3459.21,115,176.342
686.241,3444.01,115,175.701
683.3,1641.07,115,174.945
675.746,1650.34,115,173.004
673.041,1576.7,115,172.309
680.404,1582.03,115,174.201
680.404,1519.24,115,174.201
677.241,1519.24,115,173.388
680.252,1527.98,115,174.162
676.582,1468.86,115,173.219
674.59,1466.76,115,172.707
671.982,1396.45,115,172.037
670.66,1415.27,115,171.697
667.042,1375.37,115,170.768
663.713,1321.19,115,169.912
661.036,1318.16,115,169.224
656.927,1304.72,115,168.169
659.725,1321.24,115,168.888
659.725,1262.82,115,168.888
655.797,1262.82,115,167.878
657.129,1277.39,115,168.221
