343.739,2562.95,141.021,115
343.375,2563.95,141.189,115
343.1,2560.96,141.316,115
338.403,2559.96,143.489,115
338.403,2554.03,143.489,115
338.786,2554.03,143.311,115
343.767,2556.19,141.008,115
342.791,2546.2,141.459,115
342.246,2539.72,141.711,115
341.172,2527.74,142.208,115
339.402,2539.28,143.027,115
336.709,2526.3,144.272,115
345.393,2528.38,140.256,115
345.08,2515.43,140.4,115
344.157,2508.22,140.827,115
345.141,2495.24,140.372,115
345.498,2500.79,140.207,115
342.155,2478.17,141.753,115
342.155,2465.25,141.753,115
346.488,2465.25,139.749,115
347.309,2473.5,139.37,115
349.855,2460.51,138.192,115
347.65,2464.39,139.212,115
347.65,2451.45,139.212,115
346.731,2451.45,139.637,115
351.98,2453.48,137.209,115
351.98,2440.53,137.209,115
355.493,2440.53,135.585,115
353.6,2427.38,136.46,115
352.302,2414.48,137.061,115
350.941,2416.48,137.69,115
358.317,2404.57,134.278,115
363.675,2409.88,131.8,115
362.42,2396.96,132.381,115
355.543,2399.62,135.562,115
355.543,2386.78,135.562,115
355.261,2386.78,135.692,115
361.675,2380.85,132.725,115
361.675,2367.94,132.725,115
359.83,2367.94,133.579,115
363.005,2365.47,132.11,115
362.038,2352.57,132.558,115
368.069,2348.91,129.768,115
366.877,2336.97,130.319,115
369.895,2339.78,128.923,115
377.117,2324.29,125.583,115
371.649,2312.98,128.112,115
371.575,2301.1,128.146,115
372.353,2301.29,127.787,115
376.567,2294.28,125.838,115
376.567,2283.35,125.838,115
375.814,2283.35,126.186,115
384.434,2277.57,122.199,115
384.624,2265.74,122.112,115
382.828,2266.27,122.942,115
382.194,2254.27,123.235,115
382.194,2242.5,123.235,115
381.372,2242.5,123.615,115
390.6,2246.28,119.348,115
389.502,2234.33,119.855,115
389.68,2227.54,119.773,115
393.815,2215.76,117.861,115
394.418,2218.19,117.582,115
393.447,2206.32,118.031,115
389.69,2209.65,119.768,115
388.974,2198.78,120.1,115
382.324,2197.94,123.175,115
381.998,2186.06,123.326,115
381.07,2174.14,123.755,115
402.547,2178.47,115,115
3676.76,2161.37,115,300
3667.93,2151.26,115,300
3686.34,2136.28,115,300
3709.65,2117.37,115,300
3703.62,2113.84,115,300
3758.31,2093.01,115,300
3743.35,2099.8,115,300
3826.77,2078.8,115,300
3812.41,2071.61,115,300
3812.41,2050.63,115,300
3858.78,2055.09,115,300
3920.38,2034.87,115,300
3918.17,2036,115,300
1061.37,2014.79,115,272.088
1061.37,1994.33,115,272.088
720.407,1991.66,115,184.48
719.618,1973.17,115,184.277
648.036,1968.64,115,165.884
646.656,1952.06,115,165.53
591.549,1948.1,115,151.37
591.549,1934.7,115,151.37
591.801,1934.7,115,151.435
579.547,1943.02,115,148.286
579.547,1930.58,115,148.286
578.775,1930.58,115,148.088
622.689,1921,115,159.372
622.689,1907.53,115,159.372
622.391,1907.53,115,159.295
638.051,1901.9,115,163.319
637.89,1960.29,115,163.277
678.155,1941.58,115,173.623
705.415,1932.61,115,180.628
705.415,1917.03,115,180.628
702.212,1922.3,115,179.804
701.916,1908,115,179.728
725.617,1900.73,115,185.818
725.075,1885.14,115,185.679
728.637,1888.05,115,186.594
728.863,1873.76,115,186.652
747.367,1868.44,115,191.407
747.367,1852.5,115,191.407
746.49,1852.5,115,191.182
735.442,1857.34,115,188.343
754.096,1839.65,115,193.136
754.096,1824.67,115,193.136
753.341,1824.67,115,192.942
751.587,1829.21,115,192.491
751.587,1813.28,115,192.491
751.701,1813.28,115,192.52
745.417,1810.77,115,190.906
744.503,1795.39,115,190.671
735.551,1798.89,115,188.371
735.551,1784.78,115,188.371
735.316,1784.78,115,188.31
736.091,1776.18,115,188.51
736.091,1775.76,115,188.51
735.291,1775.76,115,188.304
730.71,1767.62,115,187.127
730.71,1763.15,115,187.127
730.186,1763.15,115,186.992
748.923,1768.13,115,191.807
748.923,1764.53,115,191.807
748.657,1764.53,115,191.738
748.51,1760.5,115,191.7
757.282,1751.04,115,193.954
756.893,1756.93,115,193.854
756.061,1751.18,115,193.641
742.369,1754.64,115,190.122
741.278,1747.66,115,189.842
734.965,1746.29,115,188.22
735.995,1754.34,115,188.485
735.929,1748.78,115,188.468
735.808,1804.62,115,188.437
737.105,2047.95,115,188.77
737.105,2033.25,115,188.77
736.568,2033.25,115,188.632
736.721,2027.47,115,188.671
736.443,2012.76,115,188.6
750.892,2008.52,115,192.313
742.568,1993.75,115,190.174
742.568,1978.51,115,190.174
742.176,1978.51,115,190.073
739.972,1980.98,115,189.507
739.972,1966.44,115,189.507
739.144,1966.44,115,189.294
747.608,1961.82,115,191.469
747.102,1954.28,115,191.339
742.911,1951.47,115,190.262
742.911,1945.88,115,190.262
742.663,1945.88,115,190.198
767.158,1948.26,115,196.492
767.158,1932.84,115,196.492
766.636,1932.84,115,196.358
757.961,1927,115,194.129
757.237,1923.95,115,193.943
757.829,1923.1,115,194.095
757.829,1917.37,115,194.095
757.196,1917.37,115,193.932
757.184,1941.07,115,193.929
755.041,1944.16,115,193.379
754.581,1929.1,115,193.26
754.93,1946.27,115,193.35
753.729,1930.86,115,193.041
749.32,1936.46,115,191.909
748.765,1921.08,115,191.766
757.543,1919.39,115,194.022
756.904,1903.2,115,193.857
744.59,1892.73,115,190.693
743.903,1877.97,115,190.517
742.586,1876.29,115,190.178
742.671,1872.29,115,190.2
743.315,1874.86,115,190.366
743.315,1878.58,115,190.366
742.385,1878.58,115,190.127
748.32,1886.57,115,191.652
741.109,1875.17,115,189.799
740.719,1875.75,115,189.699
744.99,1883.84,115,190.796
743.643,1897.02,115,190.45
746.126,1885.22,115,191.088
746.126,1904.46,115,191.088
746.244,1904.46,115,191.118
739.501,1906.92,115,189.386
739.501,1891.62,115,189.386
738.764,1891.62,115,189.196
743.766,1884.28,115,190.482
739.051,1872.92,115,189.27
739.051,1859.02,115,189.27
738.263,1859.02,115,189.067
737.751,1845.13,115,188.936
741.06,1837.07,115,189.786
740.529,1822.19,115,189.65
740.529,1807.32,115,189.65
740.315,1807.32,115,189.595
736.801,1812.59,115,188.692
736.801,1819.97,115,188.692
735.897,1819.97,115,188.46
736.285,1815.97,115,188.559
740.45,1797.94,115,189.629
740.45,1787.33,115,189.629
739.661,1787.33,115,189.427
731.853,1790.94,115,187.421
731.226,1793.13,115,187.26
731.226,1947.64,115,187.26
730.202,1947.64,115,186.996
721.418,1779.51,115,184.739
724.57,2724.07,115,185.549
724.57,2749.77,115,185.549
