359.614,2066.29,133.679,115
359.614,3475.84,133.679,115
356.395,3479.84,135.167,115
357.447,3472.43,134.681,115
357.447,3465.46,134.681,115
360.027,3464.77,133.487,115
357.394,3679.44,134.705,115
357.394,3667.49,134.705,115
356.899,3448.03,134.934,115
361.515,3591,132.799,115
360.941,3577.69,133.065,115
365.042,3694.01,131.168,115
362.754,3681.85,132.226,115
361.738,3411.28,132.696,115
362.249,3516.17,132.46,115
370.624,3503.16,128.586,115
370.326,3397.36,128.724,115
370.326,3385.01,128.724,115
372.737,3497.12,127.609,115
372.737,3486.01,127.609,115
376.096,3626.15,126.056,115
375.712,3613.87,126.233,115
376.334,3598.6,125.945,115
378.674,3492.48,124.863,115
381.953,3584.65,123.347,115
380.66,3573.49,123.945,115
380.412,3561.21,124.059,115
385.872,3552.8,121.534,115
385.872,3540.74,121.534,115
385.366,3541.1,121.768,115
385.366,3529.88,121.768,115
392.111,3498.95,118.648,115
388.435,3479.49,120.349,115
395.002,3456.68,117.312,115
395.002,3445.55,117.312,115
394.766,3449.11,117.421,115
394.766,3436.9,117.421,115
395.159,3423.3,117.239,115
395.159,3411.18,117.239,115
396.292,3411.18,116.715,115
396.337,3417.45,116.694,115
398.845,3416.18,115.534,115
405.494,3422.26,115,115
408.495,3411.16,115,115
408.495,3400.02,115,115
407.642,3400.02,115,115
405.677,3293.06,115,115
405.677,3280.7,115,115
412.676,3280.7,115,115
406.318,3415.19,115,115
413.207,3403.13,115,115
415.515,3262.86,115,115
414.557,3250.8,115,115
414.557,3238.74,115,115
414.94,3237.42,115,115
415.115,3226.02,115,115
421.622,3130.83,115,115
421.622,3118.48,115,115
424.864,3089.01,115,115
422.581,3078.2,115,115
430.157,3057.35,115,115
429.089,3045.29,115,115
432.332,3049.74,115,115
430.431,3029.16,115,115
438.707,3013.69,115,115
438.707,3001.34,115,115
439.566,3017.24,115,115
440.444,3003.22,115,115
440.444,2991.82,115,115
415.021,2958.77,115,115
415.021,2946.71,115,115
418.609,2950.99,115,115
418.647,2938.63,115,115
419.333,2932.28,115,115
418.622,2921.17,115,115
422.018,2914.7,115,115
421.828,2902.35,115,115
427.33,2901.28,115,115
426.395,2889.22,115,115
422.042,2871.01,115,115
433.524,2864.66,115,115
433.445,2852.31,115,115
432.954,2855.11,115,115
437.577,2856.88,115,115
441.606,2844.82,115,115
435.07,2834.76,115,115
443.203,2830.03,115,115
442.464,2818.93,115,115
447.572,2807.69,115,115
444.553,2792.12,115,115
444.553,2780.06,115,115
451.478,2780.55,115,115.38
448.522,2773.01,115,115
451.592,2760.95,115,115.409
451.798,2755.22,115,115.462
451.472,2742.86,115,115.378
452.482,2749.17,115,115.638
452.482,2738.07,115,115.638
456.994,2736.6,115,116.797
456.821,2724.24,115,116.753
456.398,2720.22,115,116.644
456.398,2708.82,115,116.644
459.582,2708.82,115,117.462
460.747,2718.67,115,117.761
459.524,2706.61,115,117.447
459.524,2694.25,115,117.447
466.882,2693.05,115,119.338
466.045,2681.95,115,119.123
